customer_id,Full Name,email,SignupDate,city,segment,age,marketing_optin,country
C100967,Léa Leroy,user967@example.com,10/07/2023,Bordeaux,basic,37,0,FR
C100930,Nina Martin,user930@example.com,2023-11-19,Nantes,basic,69,1,FR
C101076,Sarah Dubois,user1076@example.com,2024-03-02,Lyon,plus,74,1,FR
C100350,Yanis Martin,user350@example.com,2023/11/16,Marseille,basic,26,0,FR
C100819,Noah Richard,user819@example.com,22/08/2024,Lille,basic,26,1,FR
C100534,Inès Bernard,user534@example.com,2023/12/13,Bordeaux,premium,54,1,FR
C101116,Yanis Bernard,user1116@example.com,2024-08-20,Paris,basic,36,1,FR
C100027,Emma Moreau,user27@example.com,08/05/2024,Strasbourg,basic,50,1,FR
C101023,Camille Thomas,user1023@example.com,2024-05-20,Lille,basic,25,1,FR
C100142,Omar Martin,user142@example.com,2023/06/15,Paris,basic,69,1,FR
C100288,Inès Dubois,user288@example.com,22/11/2023,Paris,premium,24,0,FR
C100845,Yanis Robert,user845@example.com,2023/01/04,Strasbourg,basic,19,1,FR
C100439,Léa Robert,user439@example.com,2023-08-27,Marseille,plus,73,1,FR
C101026,Hugo Martin,user1026@example.com,2023/02/16,Strasbourg,plus,25,1,FR
C100529,Emma Moreau,user529@example.com,2024-07-06,Paris,basic,47,1,FR
C100133,Jules Robert,user133@example.com,02/12/2023,Bordeaux,premium,68,0,FR
C100473,Alex Thomas,user473@example.com,08/10/2023,Bordeaux,basic,45,1,FR
C100593,Léa Petit,user593@example.com,2024/08/10,Marseille,plus,68,0,FR
C100201,Jules Robert,user201@example.com,29/06/2024,Lyon,basic,18,1,FR
C100650,Hugo Petit,user650@example.com,2023-10-21,Paris,basic,32,0,FR
C100888,Omar Richard,user888@example.com,2023-01-10,Marseille,plus,64,1,FR
C100632,Camille Robert,user632@example.com,18/09/2023,Toulouse,basic,37,1,FR
C100521,Léa Richard,user521@example.com,2023-03-29,Nantes,basic,69,1,FR
C101010,Sarah Durand,user1010@example.com,2023-06-11,Nantes,premium,58,0,FR
C100424,Camille Thomas,user424@example.com,2023/09/08,Toulouse,basic,49,0,FR
C100927,Léa Dubois,user927@example.com,2023-06-30,Nantes,basic,22,1,FR
C100694,Léa Robert,user694@example.com,2023-02-24,Lyon,basic,65,1,FR
C100080,Emma Leroy,user80@example.com,2024-07-18,Nantes,basic,40,0,FR
C101126,Yanis Leroy,user1126@example.com,27/05/2024,Marseille,basic,63,1,FR
C100108,Hugo Thomas,user108@example.com,2023-10-10,Lille,basic,67,0,FR
C100836,Emma Bernard,user836@example.com,2024-04-30,Toulouse,premium,32,1,FR
C100834,Inès Dubois,user834@example.com,27/05/2024,Strasbourg,basic,65,0,FR
C100555,Léa Leroy,user555@example.com,2023/10/30,Marseille,plus,68,1,FR
C100935,Nina Thomas,user935@example.com,18/07/2024,Nantes,basic,51,0,FR
C100604,Yanis Robert,user604@example.com,10/05/2024,Lyon,plus,17,1,FR
C100943,Alex Bernard,user943@example.com,12/10/2023,Toulouse,plus,45,1,FR
C100301,Omar Leroy,user301@example.com,2024/05/10,Marseille,premium,50,0,FR
C100452,Jules Dubois,user452@example.com,2023-10-27,Paris,basic,61,0,FR
C100126,Emma Bernard,user126@example.com,17/02/2023,Nantes,basic,41,1,FR
C100471,Yanis Moreau,user471@example.com,2024-04-27,Toulouse,plus,43,1,FR
C100535,Yanis Bernard,user535@example.com,03/04/2023,Bordeaux,plus,20,1,FR
C100006,Omar Martin,user6@example.com,21/02/2023,Toulouse,plus,45,1,FR
C101004,Camille Petit,user1004@example.com,2023/03/18,Lille,basic,35,1,FR
C100962,Hugo Petit,user962@example.com,19/05/2024,Lille,basic,28,1,FR
C100628,Emma Martin,user628@example.com,2023-10-31,Toulouse,premium,17,1,FR
C100968,Alex Petit,user968@example.com,2024/07/06,Strasbourg,basic,46,1,FR
C100047,Omar Robert,user47@example.com,2024-06-19,Lille,basic,22,1,FR
C101150,Emma Moreau,user1150@example.com,2023-08-10,Toulouse,basic,41,0,FR
C100088,Sarah Thomas,user88@example.com,05/04/2024,Paris,basic,37,1,FR
C101069,Emma Leroy,user1069@example.com,2023/01/07,Strasbourg,premium,58,0,FR
C100216,Nina Leroy,user216@example.com,2023/02/17,Nantes,basic,19,1,FR
C100594,Hugo Dubois,user594@example.com,12/07/2023,Lille,premium,50,0,FR
C100386,Noah Leroy,user386@example.com,2023/02/10,Bordeaux,basic,71,1,FR
C100090,Hugo Bernard,user90@example.com,2023/09/19,Lyon,basic,69,1,FR
C100094,Emma Durand,user94@example.com,22/06/2024,Strasbourg,basic,46,1,FR
C100512,Sarah Petit,user512@example.com,2024/05/19,Strasbourg,premium,29,1,FR
C100267,Sarah Robert,user267@example.com,2023-07-28,Lille,basic,17,1,FR
C100804,Omar Leroy,user804@example.com,2024/03/18,Bordeaux,basic,54,0,FR
C100119,Inès Durand,user119@example.com,2023-03-10,Lille,premium,49,0,FR
C100236,Omar Leroy,user236@example.com,02/02/2024,Lille,basic,74,1,FR
C100393,Sarah Durand,user393@example.com,2023/12/26,Paris,basic,21,0,FR
C100258,Nina Petit,user258@example.com,2023/04/16,Marseille,premium,32,1,FR
C100828,Léa Bernard,user828@example.com,02/06/2024,Toulouse,basic,44,1,FR
C100853,Emma Bernard,user853@example.com,2023/05/24,Strasbourg,plus,45,1,FR
C100977,Jules Martin,user977@example.com,2023/12/10,Lille,plus,22,0,FR
C100309,Camille Robert,user309@example.com,2023/03/07,Nantes,plus,34,0,FR
C100120,Omar Thomas,user120@example.com,21/09/2023,Paris,basic,78,0,FR
C100231,Alex Thomas,user231@example.com,2024/05/28,Lyon,plus,69,0,FR
C100887,Sarah Leroy,user887@example.com,2023-04-26,Nantes,basic,31,1,FR
C100019,Camille Petit,user19@example.com,28/09/2023,Lille,basic,75,0,FR
C101021,Hugo Durand,user1021@example.com,13/02/2023,Lyon,basic,61,0,FR
C100202,Jules Durand,user202@example.com,2023-10-25,Marseille,premium,56,1,FR
C100255,Noah Robert,user255@example.com,28/03/2023,Paris,basic,73,1,FR
C100765,Sarah Robert,user765@example.com,13/04/2024,Nantes,basic,56,1,FR
C100584,Omar Bernard,user584@example.com,2023/08/31,Nantes,basic,19,1,FR
C101053,Nina Leroy,user1053@example.com,2024/07/29,Toulouse,plus,59,1,FR
C101008,Camille Richard,user1008@example.com,2024-03-16,Lyon,basic,46,0,FR
C100101,Omar Richard,user101@example.com,2023/04/30,Lille,plus,58,0,FR
C100975,Noah Bernard,user975@example.com,2023/05/16,Bordeaux,plus,76,0,FR
C100900,Noah Leroy,user900@example.com,2023-01-03,Strasbourg,plus,55,0,FR
C100786,Yanis Petit,user786@example.com,2023/01/20,Bordeaux,basic,30,1,FR
C100576,Emma Bernard,user576@example.com,09/07/2024,Marseille,plus,26,1,FR
C100978,Nina Leroy,user978@example.com,2023/07/30,Nantes,basic,61,1,FR
C100638,Jules Robert,user638@example.com,2024/04/20,Lyon,plus,43,1,FR
C100472,Yanis Robert,user472@example.com,17/09/2023,Marseille,plus,31,1,FR
C100673,Alex Richard,user673@example.com,2023/02/27,Strasbourg,premium,27,0,FR
C100582,Inès Robert,user582@example.com,2023-03-06,Paris,basic,40,1,FR
C100950,Camille Martin,user950@example.com,2023-02-26,Marseille,plus,72,1,FR
C100607,Yanis Richard,user607@example.com,2023/11/05,Lille,basic,67,0,FR
C100041,Jules Durand,user41@example.com,30/03/2024,Bordeaux,basic,23,1,FR
C100560,Inès Petit,user560@example.com,2023/11/18,Lille,basic,57,1,FR
C100204,Léa Martin,user204@example.com,2023/10/02,Lyon,basic,65,1,FR
C100754,Jules Durand,user754@example.com,2023/11/30,Strasbourg,premium,51,1,FR
C100616,Hugo Robert,user616@example.com,2023-05-30,Lyon,plus,38,1,FR
C100154,Alex Martin,user154@example.com,18/09/2023,Lyon,premium,40,0,FR
C101091,Noah Moreau,user1091@example.com,2023-09-26,Marseille,plus,42,1,FR
C100520,Alex Thomas,user520@example.com,2023-08-03,Paris,basic,36,1,FR
C100111,Inès Bernard,user111@example.com,2024-04-13,Marseille,premium,50,0,FR
C100902,Hugo Dubois,user902@example.com,2023/05/12,Lyon,plus,33,1,FR
C100496,Alex Bernard,user496@example.com,2023/03/13,Lille,basic,16,1,FR
C100200,Alex Richard,user200@example.com,2023-08-08,Bordeaux,basic,28,1,FR
C100195,Inès Robert,user195@example.com,22/02/2023,Toulouse,basic,29,1,FR
C100742,Noah Richard,user742@example.com,16/01/2024,Bordeaux,basic,35,1,FR
C100979,Nina Dubois,user979@example.com,06/12/2023,Lille,premium,24,1,FR
C100659,Emma Petit,user659@example.com,22/06/2023,Nantes,basic,73,0,FR
C100370,Camille Moreau,user370@example.com,2023/07/21,Paris,basic,54,1,FR
C100802,Noah Petit,user802@example.com,2023/11/06,Lille,premium,16,0,FR
C101194,Noah Martin,user1194@example.com,2023-11-12,Lille,plus,24,0,FR
C101005,Hugo Dubois,user1005@example.com,2024/07/06,Bordeaux,plus,25,0,FR
C100663,Camille Bernard,user663@example.com,02/05/2023,Marseille,basic,35,1,FR
C100697,Jules Martin,user697@example.com,21/12/2023,Bordeaux,basic,47,0,FR
C100078,Léa Bernard,user78@example.com,2023/12/05,Paris,premium,58,1,FR
C100571,Noah Dubois,user571@example.com,07/09/2023,Lille,plus,63,0,FR
C100675,Yanis Thomas,user675@example.com,11/03/2024,Paris,plus,49,1,FR
C101127,Yanis Durand,user1127@example.com,2024-01-18,Lyon,basic,53,1,FR
C100060,Léa Durand,user60@example.com,07/07/2024,Marseille,basic,19,1,FR
C101124,Noah Richard,user1124@example.com,2024/05/19,Nantes,basic,74,1,FR
C100375,Alex Richard,user375@example.com,2023/02/26,Marseille,basic,26,1,FR
C100401,Sarah Richard,user401@example.com,2024-04-11,Nantes,basic,42,1,FR
C100481,Emma Dubois,user481@example.com,12/05/2024,Paris,plus,61,1,FR
C100863,Yanis Bernard,user863@example.com,2024-04-08,Nantes,basic,44,0,FR
C100684,Alex Martin,user684@example.com,2023-04-12,Toulouse,basic,50,0,FR
C101140,Sarah Richard,user1140@example.com,2024/06/12,Lille,basic,32,1,FR
C100976,Hugo Richard,user976@example.com,2023-02-27,Paris,basic,41,0,FR
C100932,Omar Leroy,user932@example.com,2023/06/04,Toulouse,premium,69,1,FR
C100483,Camille Martin,user483@example.com,2024/04/23,Bordeaux,basic,64,1,FR
C100062,Camille Dubois,user62@example.com,2023-08-08,Lille,basic,73,0,FR
C100336,Yanis Dubois,user336@example.com,2024/07/31,Lyon,plus,45,1,FR
C100702,Jules Petit,user702@example.com,2023-04-11,Nantes,plus,18,1,FR
C101172,Sarah Durand,user1172@example.com,23/08/2023,Paris,basic,47,1,FR
C100099,Noah Thomas,user99@example.com,2023/03/25,Paris,basic,53,0,FR
C101109,Jules Richard,user1109@example.com,2023/01/27,Toulouse,premium,49,1,FR
C100861,Yanis Leroy,user861@example.com,2024-07-10,Toulouse,basic,30,0,FR
C100076,Noah Robert,user76@example.com,18/07/2023,Nantes,basic,42,0,FR
C100895,Yanis Thomas,user895@example.com,2024-01-02,Bordeaux,basic,20,1,FR
C100954,Camille Durand,user954@example.com,2024-04-16,Nantes,plus,25,0,FR
C100274,Noah Dubois,user274@example.com,2023-09-08,Strasbourg,basic,25,1,FR
C100822,Omar Moreau,user822@example.com,2023/03/23,Nantes,basic,28,1,FR
C100304,Yanis Robert,user304@example.com,2023-11-22,Toulouse,plus,22,1,FR
C100205,Camille Bernard,user205@example.com,2023/06/09,Lyon,basic,76,1,FR
C100262,Emma Petit,user262@example.com,2023-06-29,Paris,basic,55,0,FR
C101182,Jules Leroy,user1182@example.com,2024-02-19,Strasbourg,basic,75,1,FR
C100793,Emma Robert,user793@example.com,10/05/2024,Nantes,basic,56,0,FR
C100390,Omar Moreau,user390@example.com,24/03/2024,Nantes,basic,62,0,FR
C100034,Yanis Richard,user34@example.com,16/06/2024,Nantes,basic,78,1,FR
C100085,Hugo Richard,user85@example.com,2024-02-25,Paris,premium,28,0,FR
C100156,Léa Leroy,user156@example.com,17/03/2023,Marseille,basic,26,0,FR
C100075,Yanis Martin,user75@example.com,2023-10-13,Nantes,basic,58,1,FR
C100035,Jules Richard,user35@example.com,2023-02-08,Marseille,basic,49,1,FR
C101075,Léa Dubois,user1075@example.com,09/04/2023,Lille,basic,21,1,FR
C100395,Hugo Moreau,user395@example.com,2024-06-08,Lyon,plus,42,1,FR
C100058,Omar Richard,user58@example.com,2024/03/22,Toulouse,basic,32,0,FR
C100572,Omar Dubois,user572@example.com,19/06/2023,Marseille,plus,39,0,FR
C101030,Yanis Bernard,user1030@example.com,2023/10/20,Nantes,basic,37,1,FR
C100709,Inès Moreau,user709@example.com,07/10/2023,Strasbourg,premium,72,1,FR
C100194,Inès Richard,user194@example.com,2024/07/29,Lyon,plus,57,1,FR
C100764,Alex Dubois,user764@example.com,2023/08/05,Bordeaux,plus,21,0,FR
C100259,Noah Robert,user259@example.com,2023-12-19,Toulouse,basic,56,0,FR
C100459,Omar Durand,user459@example.com,2023/03/05,Marseille,basic,31,1,FR
C100527,Yanis Durand,user527@example.com,2023/03/28,Toulouse,premium,31,0,FR
C101097,Hugo Petit,user1097@example.com,2024/03/29,Lille,basic,77,1,FR
C101168,Hugo Richard,user1168@example.com,2024/08/21,Lyon,basic,28,1,FR
C100372,Camille Robert,user372@example.com,2023/09/04,Nantes,plus,71,1,FR
C101165,Hugo Richard,user1165@example.com,04/03/2023,Paris,plus,22,0,FR
C100813,Omar Moreau,user813@example.com,2023/06/20,Strasbourg,basic,37,0,FR
C100955,Hugo Leroy,user955@example.com,02/01/2024,Lille,premium,41,1,FR
C101123,Nina Moreau,user1123@example.com,2023-05-27,Nantes,basic,78,1,FR
C100181,Nina Bernard,user181@example.com,2023-04-02,Marseille,basic,77,0,FR
C100008,Inès Thomas,user8@example.com,2023/05/01,Marseille,basic,40,0,FR
C100772,Camille Leroy,user772@example.com,2023-01-03,Nantes,plus,31,1,FR
C101136,Emma Durand,user1136@example.com,2024/03/10,Lille,premium,26,1,FR
C100891,Léa Richard,user891@example.com,01/03/2024,Marseille,premium,53,1,FR
C100388,Hugo Leroy,user388@example.com,19/06/2024,Bordeaux,basic,68,1,FR
C101184,Omar Dubois,user1184@example.com,10/09/2023,Lyon,basic,24,1,FR
C100771,Noah Martin,user771@example.com,2024/08/14,Strasbourg,premium,60,1,FR
C100329,Hugo Thomas,user329@example.com,2023-11-29,Strasbourg,basic,54,0,FR
C100587,Noah Robert,user587@example.com,2023/03/01,Paris,plus,79,1,FR
C100746,Nina Bernard,user746@example.com,16/11/2023,Lyon,basic,25,0,FR
C100997,Omar Durand,user997@example.com,2023/08/05,Bordeaux,basic,55,1,FR
C100982,Emma Dubois,user982@example.com,2023-11-25,Toulouse,plus,72,1,FR
C100671,Yanis Moreau,user671@example.com,2024-01-04,Lyon,basic,45,1,FR
C100897,Jules Bernard,user897@example.com,02/02/2023,Bordeaux,basic,65,1,FR
C100773,Inès Petit,user773@example.com,06/03/2024,Marseille,basic,59,1,FR
C100854,Hugo Moreau,user854@example.com,2023/06/22,Nantes,basic,31,1,FR
C100915,Yanis Durand,user915@example.com,2023/10/03,Lyon,premium,43,0,FR
C100134,Yanis Thomas,user134@example.com,2024-04-21,Toulouse,premium,40,1,FR
C100730,Omar Durand,user730@example.com,2024-03-13,Paris,plus,53,1,FR
C100711,Sarah Durand,user711@example.com,2023-11-10,Strasbourg,basic,67,1,FR
C100244,Omar Moreau,user244@example.com,2024/01/13,Lyon,basic,67,0,FR
C100311,Nina Richard,user311@example.com,2024/02/08,Lyon,basic,60,1,FR
C100010,Alex Leroy,user10@example.com,2023/11/12,Toulouse,plus,29,0,FR
C100414,Noah Thomas,user414@example.com,2023-01-11,Paris,plus,67,0,FR
C100528,Camille Martin,user528@example.com,2024-07-03,Lille,basic,27,1,FR
C100653,Yanis Martin,user653@example.com,2024-04-27,Lyon,plus,66,0,FR
C100597,Omar Moreau,user597@example.com,2024-04-12,Lyon,basic,41,1,FR
C100815,Sarah Bernard,user815@example.com,2024-05-17,Marseille,basic,62,1,FR
C100801,Alex Durand,user801@example.com,2023/07/01,Paris,basic,79,0,FR
C100104,Inès Thomas,user104@example.com,2024-04-23,Toulouse,plus,28,1,FR
C100367,Alex Robert,user367@example.com,09/07/2023,Toulouse,basic,28,1,FR
C100747,Omar Richard,user747@example.com,2023-07-08,Strasbourg,premium,19,1,FR
C100426,Noah Leroy,user426@example.com,2024/06/02,Toulouse,basic,35,0,FR
C101011,Hugo Petit,user1011@example.com,24/04/2024,Bordeaux,basic,57,0,FR
C100839,Hugo Durand,user839@example.com,2024/06/30,Lille,plus,75,0,FR
C100755,Inès Bernard,user755@example.com,2023/09/20,Lille,premium,48,0,FR
C100494,Omar Richard,user494@example.com,2023-06-23,Lyon,plus,75,0,FR
C100805,Noah Thomas,user805@example.com,13/04/2024,Lyon,premium,19,0,FR
C100992,Emma Thomas,user992@example.com,2023/04/29,Marseille,plus,41,0,FR
C100139,Inès Dubois,user139@example.com,2023/09/20,Lille,basic,37,1,FR
C100763,Emma Robert,user763@example.com,15/07/2024,Bordeaux,basic,22,0,FR
C100165,Alex Moreau,user165@example.com,03/05/2024,Paris,basic,22,1,FR
C100226,Omar Martin,user226@example.com,2024-04-30,Nantes,basic,32,1,FR
C100876,Camille Leroy,user876@example.com,2023/11/20,Lille,premium,49,0,FR
C100180,Sarah Dubois,user180@example.com,2024-07-16,Strasbourg,basic,73,1,FR
C100191,Noah Leroy,user191@example.com,14/01/2024,Toulouse,plus,49,0,FR
C100298,Léa Moreau,user298@example.com,2023-06-20,Lille,basic,76,1,FR
C100830,Inès Richard,user830@example.com,28/05/2023,Toulouse,basic,46,1,FR
C100644,Léa Richard,user644@example.com,2024/04/07,Nantes,basic,32,0,FR
C100920,Jules Robert,user920@example.com,2024-06-07,Bordeaux,basic,78,0,FR
C100707,Hugo Bernard,user707@example.com,2023/12/10,Lyon,basic,21,1,FR
C100812,Nina Moreau,user812@example.com,15/02/2024,Lyon,basic,56,1,FR
C101080,Sarah Bernard,user1080@example.com,2024-07-06,Bordeaux,basic,25,1,FR
C100851,Alex Richard,user851@example.com,2024-04-25,Marseille,basic,63,0,FR
C101038,Omar Leroy,user1038@example.com,2023/09/20,Lille,basic,33,1,FR
C100242,Omar Richard,user242@example.com,26/02/2023,Strasbourg,basic,41,1,FR
C100017,Jules Thomas,user17@example.com,18/03/2023,Nantes,plus,37,0,FR
C100310,Inès Robert,user310@example.com,2024/02/04,Marseille,basic,51,1,FR
C100880,Jules Richard,user880@example.com,2023-02-21,Bordeaux,basic,28,1,FR
C100685,Nina Thomas,user685@example.com,25/04/2024,Lyon,basic,27,0,FR
C100599,Yanis Moreau,user599@example.com,2024-01-21,Toulouse,plus,71,1,FR
C100207,Léa Martin,user207@example.com,04/08/2024,Bordeaux,basic,69,0,FR
C100826,Inès Richard,user826@example.com,13/02/2024,Toulouse,plus,42,0,FR
C100325,Yanis Martin,user325@example.com,2023/05/19,Paris,basic,63,1,FR
C100892,Alex Richard,user892@example.com,10/11/2023,Bordeaux,plus,72,1,FR
C100443,Hugo Robert,user443@example.com,2023-10-21,Toulouse,basic,77,1,FR
C100938,Jules Dubois,user938@example.com,2023/10/04,Toulouse,plus,30,1,FR
C100403,Noah Robert,user403@example.com,06/08/2024,Marseille,plus,58,1,FR
C100349,Sarah Bernard,user349@example.com,2023-04-09,Paris,basic,50,1,FR
C100418,Nina Petit,user418@example.com,2023/06/27,Paris,premium,19,0,FR
C100175,Camille Martin,user175@example.com,2023-10-05,Strasbourg,basic,67,0,FR
C101199,Léa Petit,user1199@example.com,08/01/2024,Nantes,plus,22,0,FR
C100745,Léa Leroy,user745@example.com,07/08/2023,Paris,premium,72,1,FR
C101166,Jules Petit,user1166@example.com,14/01/2023,Marseille,basic,61,0,FR
C101100,Sarah Robert,user1100@example.com,2023/10/15,Marseille,premium,75,0,FR
C100957,Hugo Thomas,user957@example.com,2024-01-16,Nantes,basic,49,1,FR
C100323,Noah Martin,user323@example.com,2024-07-03,Lyon,plus,59,1,FR
C100345,Nina Thomas,user345@example.com,2023-06-03,Toulouse,basic,64,1,FR
C100989,Léa Petit,user989@example.com,2024-04-17,Toulouse,premium,79,1,FR
C100844,Camille Durand,user844@example.com,2023-01-04,Marseille,premium,55,1,FR
C101162,Yanis Dubois,user1162@example.com,2024-05-23,Strasbourg,basic,69,1,FR
C100493,Hugo Martin,user493@example.com,2023/12/28,Lille,plus,62,1,FR
C101170,Léa Durand,user1170@example.com,2024-01-13,Paris,basic,63,1,FR
C100059,Inès Dubois,user59@example.com,2024/02/14,Bordeaux,premium,64,0,FR
C100013,Yanis Moreau,user13@example.com,2024/04/01,Bordeaux,basic,51,1,FR
C101022,Alex Dubois,user1022@example.com,2024-06-05,Paris,basic,71,0,FR
C100348,Sarah Petit,user348@example.com,2023-04-19,Lille,basic,39,1,FR
C100939,Alex Robert,user939@example.com,2023-11-02,Lille,plus,18,0,FR
C100538,Léa Robert,user538@example.com,2023/11/21,Paris,basic,40,0,FR
C100953,Yanis Bernard,user953@example.com,2023/09/14,Toulouse,plus,33,1,FR
C100672,Omar Robert,user672@example.com,2024/01/17,Toulouse,premium,67,0,FR
C100091,Camille Durand,user91@example.com,2024-04-27,Bordeaux,plus,52,1,FR
C100322,Omar Moreau,user322@example.com,2024/01/04,Lyon,premium,55,1,FR
C100382,Omar Richard,user382@example.com,2024/07/22,Toulouse,basic,56,1,FR
C100491,Léa Durand,user491@example.com,2024-06-04,Strasbourg,premium,72,0,FR
C100404,Léa Martin,user404@example.com,27/10/2023,Paris,basic,49,1,FR
C100003,Jules Bernard,user3@example.com,2023/09/21,Bordeaux,plus,66,1,FR
C100783,Sarah Durand,user783@example.com,15/03/2023,Bordeaux,basic,20,0,FR
C101167,Hugo Robert,user1167@example.com,28/08/2023,Lyon,basic,54,1,FR
C100987,Inès Martin,user987@example.com,2023-07-09,Marseille,plus,55,1,FR
C100993,Sarah Richard,user993@example.com,2023-09-16,Lyon,basic,78,0,FR
C101086,Camille Leroy,user1086@example.com,2024/04/25,Strasbourg,premium,79,1,FR
